,Headlines,Andrew,Bryan,Charlie,David,Elfie,Freddy,George,Henry,Islam,Jack,Kevin
5090,Mike Ashley spent millions on private flights as profits fell 80%,0,0,0,0,0,0,0,0,0,0,0
5091,Whirlpool condemned for 'silencing customers' over tumble-dryer fires,0,0,0,0,0,0,0,0,0,0,0
5092,Goals Soccer Centres 'may have overstated profits by £40m',0,0,0,0,0,0,0,0,0,0,0
5093,UK carmakers go ahead with shutdowns despite Brexit delay,0,0,0,0,0,0,0,0,0,0,0
5094,The dread hand of private equity ended up killing Deadspin,0,0,0,0,0,0,0,0,0,0,0
5095,Tesco Clubcard Plus: is the new £8-a-month deal worth it?,0,0,0,0,0,0,0,0,0,0,0
5096,Apple hopes its new streaming service will make a splash,0,0,0,0,0,0,0,0,0,0,0
5097,Australian house prices rise more than at any time in past four years,0,0,0,0,0,0,0,0,0,0,0
5098,Tesco moves to cut out plastic from range of own-brand products,0,0,0,0,0,0,0,0,0,0,0
5099,MPs urge compulsory refunds for victims of bank transfer fraud,0,1,1,1,0,1,1,1,1,0,0
5100,WeWork's ex-CEO accused of pregnancy discrimination by former chief of staff,0,0,0,0,0,0,0,0,0,0,0
5101,"Nils Pratley on finance  


  Labour won't win economic credibility by attacking easy targets",0,1,1,1,0,1,1,1,1,0,0
5102,New Bank of England governor decision put off until after election,0,1,1,1,0,1,1,1,1,0,0
5103,Fiat Chrysler and Peugeot owner PSA agree £35bn merger,0,0,0,0,0,0,0,0,0,0,0
5104,Corbyn's super-rich targets: who are they and what could he do?,0,0,0,0,0,0,0,0,0,0,0
5105,Unaoil executives admit paying multimillion-dollar bribes,0,1,0,1,0,1,0,0,1,1,0
5106,"Trump says US-China trade deal is close, but market nosedives",0,1,1,1,0,1,1,1,1,0,0
5107,Bombardier's Belfast factory sold to Spirit in £850m deal,0,0,0,0,0,0,0,0,0,0,0
5108,Exploitation in focus  BAT faces landmark legal case over Malawi families' poverty wages,0,0,0,0,0,0,0,0,0,0,0
5109,Business live  Hong Kong falls into recession; Trump blasts the Fed – business live,0,0,0,0,0,0,0,0,0,0,0
5110,Battle of the sexes: why this year's Oscars will be a gender war,0,0,0,0,0,0,0,0,0,0,0
5111,The giant hole in government finances is more proof that austerity has failed,0,1,1,1,0,1,1,1,1,0,0
5112,Hong Kong plunges into deep recession,0,0,0,0,0,0,0,0,0,0,0
5113,US-style healthcare would be a disaster for our NHS patients – so don’t vote for it,0,0,0,0,0,0,0,1,0,1,1
5114,Carpetright looks to biggest shareholder for £80m sale to stay afloat,0,0,0,0,0,0,0,0,0,0,0
5115,McDonald's Portugal apologises for 'Sundae Bloody Sundae' ads,0,0,0,0,0,0,0,0,0,0,0
5116,Shell profits dented by fall in oil price,0,1,0,1,0,1,0,0,1,1,0
5117,Selfridges opens secondhand clothing concession with Vestiaire Collective,0,0,0,0,0,0,0,0,0,0,0
5118,US trade war with China takes its toll on eurozone economy,0,0,0,0,0,0,0,0,0,0,0
5119,"Nils Pratley on finance  


  QuickQuid director's FCA role lacked common sense",0,1,1,1,0,1,1,1,1,0,0
5120,PG&E: what’s next for the utility at the center of California’s wildfires,0,0,0,0,0,0,0,0,0,0,0
5121,Last-minute PPI claims slash Lloyds bank profits,0,1,1,1,0,1,1,1,1,0,0
5122,Trump’s healthcare reimbursement plan could be a relief for small business,0,0,0,0,0,0,0,1,0,1,1
5123,UK's business rates system 'broken' says Treasury committee,0,0,0,0,0,0,0,0,0,0,0
5124,City hopeful Johnson victory could spark 'Boris Bounce',0,0,0,0,0,0,0,0,0,0,0
5125,Political controversies overshadow Facebook's strong financial report,0,1,1,1,0,1,1,1,1,0,0
5126,"Apple reports $64bn in revenue, citing strong wearables and services sales",0,0,0,0,0,0,0,0,0,0,0
5127,"Boeing employee raised concern over Max sensor three years before crashes, email shows",0,0,0,0,0,0,0,0,0,0,0
5128,"Business live  US Federal Reserve cuts interest rates, sending S&P 500 to record high - as it happened",0,0,0,0,0,0,0,0,0,0,0
5129,Federal Reserve cuts US interest rates for third time this year,0,0,0,0,0,0,0,0,0,0,0
5130,Rex Tillerson denies Exxon misled investors over climate crisis,0,0,0,0,0,0,0,0,0,0,0
5131,Director of QuickQuid owner kept watchdog role as lender hit rocks,0,0,0,0,0,0,0,0,0,0,0
5132,‘Extraordinary’: TfL criticised over Uber licence extension,0,0,0,0,0,0,0,0,0,0,0
5133,Peugeot owner in merger talks with Fiat Chrysler,0,0,0,0,0,0,0,0,0,0,0
5134,Personal insolvency levels approaching highest in a decade,0,0,0,0,0,0,0,0,0,0,0
5135,Number of women on boards of Australia's top companies falls,0,0,0,0,0,0,0,0,0,0,0
5136,Scottish Power blames weather and price cap for 80% drop in profits,0,1,0,1,0,1,0,0,1,1,0
5137,NatWest to offer help to gambling addicts in high-street branches,0,0,0,0,0,0,0,0,0,0,0
5138,'It's in complete crisis' – architects form trade union amid fury and despair over exploitation,0,0,0,0,0,0,0,0,0,0,0
5139,Facebook agrees to pay fine over Cambridge Analytica scandal,0,0,0,0,0,0,0,0,0,0,0
5140,Women in technology  How Fairphone's social mission created gender balance... without really trying,1,0,1,1,1,1,0,0,1,1,0
5141,Grenfell Tower inquiry: the chair's findings so far,0,0,0,0,0,0,0,0,0,0,0
5142,Standard Life Aberdeen to offer nine months of full pay for new parents,0,0,0,0,0,0,0,0,0,0,0
5143,'Bosses take note': why GM's strike could inspire more collective action,0,0,0,0,0,0,0,0,0,0,0
5144,Woolworths underpaid thousands of workers by up to $300m,0,0,0,0,0,0,0,0,0,0,0
5145,Boris Johnson's Brexit deal 'would cost UK economy £70bn',0,0,0,0,0,0,0,0,0,0,0
5146,"M&S launches 'buy now, pay later' service",0,0,0,0,0,0,0,0,0,0,0
5147,"Nils Pratley on finance  


  Woodford fallout: full transparency for fund managers is a must",0,1,1,1,0,1,1,1,1,0,0
5148,'Flying coffins': senators rip Boeing chief over Max jet crashes that killed 346,0,0,0,0,0,0,0,0,0,0,0
5149,Virgin Care’s settlement with Surrey CCGs,0,0,0,0,0,0,0,0,0,0,0
5150,'Damaged ideology': business must reinvent capitalism – ex-Unilever boss,0,0,0,0,0,0,0,0,0,0,0
5151,World leaders return to 'Davos in desert' a year after Khashoggi boycott,0,0,0,0,0,0,0,0,0,0,0
5152,Asda announces pay rise as contract row continues,0,0,0,0,0,0,0,0,0,0,0
5153,Business live  UK's full-time gender pay gap widens; Wall Street hits fresh record high – as it happened,0,0,0,0,0,0,0,0,0,0,0
5154,BP profits tumble after weaker oil prices and hurricane impact,0,1,0,1,0,1,0,0,1,1,0
5155,OBR to publish borrowing forecasts despite scrapping of budget,0,0,0,0,0,0,0,0,0,0,0
5156,Brexit meltdown: 50p coins with 31 October date to be recycled,0,0,0,0,0,0,0,0,0,0,0
5157,UK gender pay gap for full-time workers increases,0,0,0,0,0,0,0,0,0,0,0
5158,Boeing chief to admit company made mistakes over 737 Max,0,0,0,0,0,0,0,0,0,0,0
5159,"Project Syndicate economists  


  When recession comes, expect central banks to rewrite the rules",0,1,1,1,0,1,1,1,1,0,0
5160,UK Treasury on course to exceed this year's deficit target by £16bn,0,0,0,0,0,0,0,0,0,0,0
5161,The fight to stop Nestlé from taking America's water to sell in plastic bottles,1,1,0,0,0,0,0,1,0,1,0
5162,Alphabet: Google parent company posts 23% decline in profits as expenses rise,0,0,0,0,0,0,0,0,0,0,0
5163,Business live  US stock market hits record high as Donald Trump gives trade deal hint - as it happened,0,1,1,1,0,1,1,1,1,0,0
5164,"Nils Pratley on finance  


  Virgin Galactic wins space tourism race to float on stock market",0,1,1,1,0,1,1,1,1,0,0
5165,Telegraph sale could herald breakup of vast Barclays empire,0,0,0,0,0,0,0,0,0,0,0
5166,Brief letters  Poor people priced out of Ken Loach films at cinema,0,0,0,0,0,0,0,0,0,0,0
5167,Robert Evans: passionate midwife to the Hollywood new wave,0,0,0,0,0,0,0,0,0,0,0
5168,"Robert Evans, celebrated Hollywood producer of Chinatown, dies aged 89",0,0,0,0,0,0,0,0,0,0,0
5169,Tiffany takeover approach is all about chasing Chinese money,0,0,0,0,0,0,0,0,0,0,0
5170,Virgin Galactic launches (on the New York stock exchange),0,0,0,0,0,0,0,0,0,0,0
5171,John Lewis trials sustainability schemes at Oxford store,0,0,0,0,0,0,0,0,0,0,0
5172,UK retail stockpiling reaches record levels on back of Brexit concerns,1,0,1,1,1,0,0,0,1,1,0
5173,QuickQuid customers: how have you been affected by its collapse?,0,0,0,0,0,0,0,0,0,0,0
5174,Luxury goods giant LVMH makes $14.5bn Tiffany & Co approach,1,0,1,1,1,0,0,0,1,1,0
5175,"Number of IT failures at banks and other firms is unacceptable, say MPs",0,1,1,1,0,1,1,1,1,0,0
5176,Chips with Everything  All in a domain name: Chips with Everything podcast,0,0,0,0,0,0,0,0,0,0,0
5177,The WeWork debacle should be an indictment of modern finance,0,1,1,1,0,1,1,1,1,0,0
5178,Hong Kong in recession after protests deal 'comprehensive blow',0,0,0,0,0,0,0,0,0,0,0
5179,Britannia Hotels rated sector's worst chain for seventh year in a row,0,0,0,0,0,0,0,0,0,0,0
5180,Mike Ashley tells MPs to investigate collapse of Debenhams,0,0,0,0,0,0,0,0,0,0,0
5181,"Economics viewpoint  


  Sajid Javid's budget delay only adds to the turmoil over Brexit",0,1,0,1,0,1,0,0,1,1,0
5182,JD Wetherspoon may have breached law over 1.9m Brexit beer mats,0,0,0,0,0,0,0,0,0,0,0
5183,No business owner wants to see a bad Yelp review – but suing the user won’t help,0,0,0,0,0,0,0,0,0,0,0
5184,"Business leader  


  Neumann has escaped the WeWork debacle. But Softbank may not",0,1,1,1,0,1,1,1,1,0,0
5185,Lloyds to have last word on scale of PPI scandal,0,0,0,0,0,0,0,0,0,0,0
5186,It's time to boycott any company doing business in Xinjiang,0,0,0,0,0,0,0,0,0,0,0
5187,"The networker  


  Two Boeing air disasters demand urgent change – but where do we start?",0,0,0,0,0,0,0,0,0,0,0
5188,Richard Branson: ‘Aviation can be carbon neutral sooner than we realise’,0,0,0,0,0,0,0,0,0,0,0
5189,"Almost 1 million over-50s working nights in UK, study says",0,0,0,0,0,0,0,0,0,0,0
5190,Need a flying taxi? These two firms can get a cab to you 'by 2022',0,0,0,0,0,0,0,0,0,0,0
5191,Specialist Christmas meats at risk from lack of seasonal workers,0,0,0,0,0,0,0,0,0,0,0
5192,"Money talks  


  Food delivery apps fuel a junk economy that never fills the productivity gap",1,0,0,0,0,0,0,1,1,0,0
5193,"GM strike ends after 40 days with 48,000 staff to return to work",0,0,0,0,0,0,0,0,0,0,0
5194,Business live  German consumer morale slides; Brexit jitters weigh on markets - business live,1,1,1,1,1,1,1,1,1,1,0
5195,No-deal Brexit contingency plan implemented on Kent roads,0,0,0,0,0,0,0,0,0,0,0
5196,QuickQuid owner collapses into administration,0,0,0,0,0,0,0,0,0,0,0
5197,UK government under pressure to publish forecasts after budget scrapped,0,0,0,0,0,0,0,0,0,0,0
5198,"Foster families need generosity and love, but also fair pay",0,0,0,0,0,0,0,0,0,0,0
5199,China sales help Jaguar Land Rover to £156m pre-tax profit,0,0,0,0,0,0,0,0,0,0,0
5200,Production of Brexit 50p coin paused amid exit uncertainty,0,0,0,0,0,0,0,0,0,0,0
5201,Prince Charles calls on City finance to fight climate emergency,0,1,1,1,0,1,1,1,1,0,0
5202,Meghan and Stormzy named among most influential black people in UK,0,0,0,0,0,0,0,0,0,0,0
5203,"Liverpool FC allowed to drop New Balance for Nike, court rules",0,0,0,0,0,0,0,0,0,0,0
5204,Strictly effect puts a spring in fashion brands' step,0,0,0,0,0,0,0,0,0,0,0
5205,Barclays profits plunge as bank warns of challenging year ahead,0,1,1,1,0,1,1,1,1,0,0
5206,Offshore windfarms 'can provide more electricity than the world needs',1,1,0,0,0,0,0,1,0,1,0
5207,"Project Syndicate economists  


  The 2020 US election hinges on the economy – it's time to start talking about it",0,0,0,0,0,0,0,0,0,0,0
5208,Guardian Brexit watch  How has Brexit vote affected the UK economy? October verdict,0,0,0,0,0,0,0,0,0,0,0
5209,Guardian Brexit watch  Brexit uncertainty drives up job losses and holds back economy,0,0,0,0,0,0,0,0,0,0,0
5210,"Guardian Brexit watch  


  Has the UK escaped a recession? Experts debate the data",0,0,0,0,0,0,0,0,0,0,0
5211,Unilever saves on recruiters by using AI to assess job interviews,0,0,0,0,0,0,0,0,0,0,0
5212,7-Eleven fuel app data breach exposes users' personal details,0,0,0,0,0,0,0,0,0,0,0
5213,Amazon profits drop sharply amid big spending to speed package delivery,0,0,0,0,0,0,0,0,0,0,0
5214,Barclays U-turns over ban on Post Office cash withdrawals,0,0,0,0,0,0,0,0,0,0,0
5215,Supercuts hair salon owner Regis UK enters administration,0,0,0,0,0,0,0,0,0,0,0
5216,"Nils Pratley on finance  


  Barclays deposits a large dose of common sense at the Post Office",0,1,1,1,0,1,1,1,1,0,0
5217,Business live  Mario Draghi leaves ECB with gloomy economic warning - as it happened,0,0,0,0,0,0,0,0,0,0,0
5218,"Three-quarters of mothers now in work, figures reveal",0,0,0,0,0,0,0,0,0,0,0
5219,Draghi bows out at ECB with warning on eurozone weakness,0,0,0,0,0,0,0,0,0,0,0
5220,QuickQuid owner on brink of collapse as payday lender complaints surge,0,0,0,0,0,0,0,0,0,0,0
5221,Mike Pence says NBA is 'acting like a wholly owned subsidiary' of China,0,0,0,0,0,0,0,0,0,0,0
5222,Adviser in British Steel sale once fined over inside information breach,0,0,0,0,0,0,0,0,0,0,0
5223,Special needs children are being failed,0,0,0,0,0,0,0,0,0,0,0
5224,Brussels allows UK to subsidise fossil fuel generators,0,0,0,0,0,0,0,0,0,0,0
5225,Watchdog hails success of auto-enrolment pensions,0,0,0,0,0,0,0,0,0,0,0
5226,"More US firms than ever get transparent over political spending, study finds",0,0,0,0,0,0,0,0,0,0,0
5227,Benedict Cumberbatch on Marvel row: 'We really need to support auteur film-makers',0,0,0,0,0,0,0,0,0,0,0
5228,NHS England agrees price for 'unaffordable' cystic fibrosis drug,0,0,0,0,0,0,0,0,0,0,0
5229,Toxic America  TVs sold by Amazon and Best Buy 'contain chemicals banned in Europe',1,1,1,0,0,1,1,0,1,0,0
5230,Healthcare affordability is a challenge so what can you do for your employees?,0,0,0,0,0,0,0,1,0,1,1
5231,RBS posts quarterly loss after extra £900m put aside for PPI claims,0,0,0,0,0,0,0,0,0,0,0
5232,Landmark class-action judgment finds Myer misled over profit forecast,0,0,0,0,0,0,0,0,0,0,0
5233,"Project Syndicate economists  


  Trump's weaponisation of the dollar could threaten its dominance",0,0,0,0,0,0,0,0,0,0,0
5234,Tesla rebounds from rocky start to year with surprise profit of $143m,0,0,0,0,0,0,0,0,0,0,0
5235,New guidelines force pension funds to reveal shareholder voting records,0,0,0,0,0,0,0,0,0,0,0
5236,"Retailers cut 85,000 jobs in past year",1,0,1,1,1,0,0,0,1,1,0
5237,Troika laundromat  Superyachts and private jets: spending of corrupt super-rich revealed,0,0,0,0,0,0,0,0,0,0,0
5238,Happy-go-lucky: Ribble Valley officially named UK's happiest place,0,0,0,0,0,0,0,0,0,0,0
5239,Heathrow accuses BA of acting against UK and consumer interests,1,0,1,1,1,0,0,0,1,1,0
5240,Ignoring the lessons of the financial crash,0,1,1,1,0,1,1,1,1,0,0
5241,Scientist wins £2m payout over invention used by Unilever,0,0,0,0,0,0,0,0,0,0,0
5242,Boeing profits fall by more than half as 737 Max scandal swirls,0,0,0,0,0,0,0,0,0,0,0
5243,Sports Direct appoints new auditor after split with Grant Thornton,0,0,0,0,0,0,0,0,0,0,0
5244,Brexit delay will keep fog of uncertainty hanging over UK economy,0,0,0,0,0,0,0,0,0,0,0
5245,Business live  Thomas Cook's former bosses criticised; Boeing and Caterpillar profits fall - business live,0,0,0,0,0,0,0,0,0,0,0
5246,Peer-to-peer lender Funding Secure goes into administration,0,0,0,0,0,0,0,0,0,0,0
5247,Animals farmed  Retailers move to reassure consumers over chicken safety after drug seizure,1,0,1,1,1,0,0,0,1,1,0
5248,British Steel's takeover by Turkish army fund in danger of collapse,0,0,0,0,0,0,0,0,0,0,0
5249,Ex-Thomas Cook boss denies responsibility for tour firm's collapse,0,0,0,0,0,0,0,0,0,0,0
5250,Exxon has misled Americans on climate change for decades. Here’s how to fight back,0,0,0,0,0,0,0,0,0,0,0
5251,Metro Bank chairman steps down early after torrid year,0,1,1,1,0,1,1,1,1,0,0
5252,Plan for fracking 'years behind schedule' and has cost taxpayer £32m,0,0,0,0,0,0,0,0,0,0,0
5253,Roman Quaedvlieg to be first witness at hearings into Crown corruption allegations,0,0,0,0,0,0,0,0,0,0,0
5254,First 100% electric black cab for 120 years launches in London,1,1,0,0,0,0,0,1,0,1,0
5255,Trump name reportedly scrubbed from New York ice rinks,0,0,0,0,0,0,0,0,0,0,0
5256,Business live  Pound drops below $1.29 after Brexit vote; factory downturn worsens – business live,0,0,0,0,0,0,0,0,0,0,0
5257,"Nils Pratley on finance  


  The Just Eat takeover battle is promising a delicious showdown",0,1,1,1,0,1,1,1,1,0,0
5258,"Brexit effect on UK economy may be worse than thought, says CBI",0,0,0,0,0,0,0,0,0,0,0
5259,Deliveroo's highest paid director gets 57% pay rise despite losses,0,0,0,0,0,0,0,0,0,0,0
5260,How Prosus became one of the world's most valuable companies,0,0,0,0,0,0,0,0,0,0,0
5261,Truth behind German businessman's 'anti-Nazi' father revealed,0,0,0,0,0,0,0,0,0,0,0
5262,Just Eat in £4.9bn takeover battle as Prosus makes hostile bid,0,0,0,0,0,0,0,0,0,0,0
5263,"At Ofgem, we ensure funding is justified",0,0,0,0,0,0,0,0,0,0,0
5264,ExxonMobil faces trial over allegations of misleading investors on climate crisis,0,0,0,0,0,0,0,0,0,0,0
5265,Energy suppliers could face tougher financial checks,0,1,1,1,0,1,1,1,1,1,0
5266,WeWork boss to walk away with $1.7bn after SoftBank rescue deal,0,1,1,1,0,1,1,1,1,0,0
5267,Pro-deal MPs try to force Johnson to seek EU customs union,0,0,0,0,0,0,0,0,0,0,0
5268,Accountancy profession 'complicit in Thomas Cook failure',0,0,0,0,0,0,0,0,0,0,0
5269,Ban on UK flights to Sharm el-Sheikh lifted after four years,0,0,0,0,0,0,0,0,0,0,0
5270,Javid's budget plans under pressure after borrowing increase,0,0,0,0,0,0,0,0,0,0,0
5271,Macy's becomes biggest US retailer to end fur sales,1,0,1,1,1,0,0,0,1,1,0
5272,BHP plans to replace coal with renewables at two huge copper mines in Chile,0,1,0,1,0,1,0,0,1,1,0
5273,Business live  Pound hits $1.30 amid Brexit deal and trade war hopes - as it happened,0,0,0,0,0,0,0,0,0,0,0
5274,Developer Nick Candy considers takeover of Capital & Counties,0,0,0,0,0,0,0,0,0,0,0
5275,Former Prudential fund management and UK arm valued at £5.7bn,0,0,0,0,0,0,0,0,0,0,0
5276,"Nils Pratley on finance  


  Smith & Nephew's $7m package didn't meet CEO's lofty expectations",0,1,1,1,0,1,1,1,1,0,0
5277,"Up to 12,000 Asda workers could lose jobs amid contract row",0,0,0,0,0,0,0,0,0,0,0
5278,Sajid Javid refuses to assess economic dangers of Brexit plan,0,0,0,0,0,0,0,0,0,0,0
5279,A timely opportunity to consider why the clocks are changed,0,0,0,0,0,0,0,0,0,0,0
5280,Brief letters  A piece of art history written in blood,0,0,0,0,0,0,0,0,0,0,0
5281,China overtakes US in rankings of world's richest people,0,0,0,0,0,0,0,0,0,0,0
